id,name,email,role,department,phone,status,position,employee_id,created_at,updated_at,company_name,avatar,preferred_language,country,city,must_change_password
a51a4317-8881-413a-8c61-f9a4b73eae5e,Besiji,besigi1411@gta5hx.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
d9483bb9-6b76-4530-b66a-fbc6df290311,Jibo lo,jilobol352@arqsis.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
4829a268-d252-4c6c-b23b-65b74a513d08,Nolo,nologa3565@gamegta.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
6e7e7240-f51b-4a8c-af72-9768d537db35,,test.agent.1760085767612@gmail.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
3f3cc98e-59be-4e9a-bf08-07afd65a4f86,Pokimon POK,sewij67505@aupvs.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
67d3b379-6672-403c-b889-0107aa648a81,OLAJS,ciwoh94685@erynka.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
e0096596-fbe8-4ce0-9df1-4dea470e6700,MOCKA,mofoc33259@aiwanlab.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
c3a921ad-cb94-462c-b1ea-bad12d5614bb,wotijeh,wotijeh652@aupvs.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
6df25e49-049f-457a-adc7-bf1d6ff1c755,Tets,vigahi8618@bllibl.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
7345041b-1a70-4bc3-a453-c5026adf58c1,Sohile Toirs,coceja5540@fintehs.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
7da7fae8-5318-49b8-a445-6847ab7a4d7a,Omega,megesof109@aupvs.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
44792b0b-e133-4800-a888-36b95a536508,Raj Taj,rotojo7775@noidos.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
af9d91bd-2bd4-4b02-bdf0-fec829735406,Soni Travels,fenah49992@bllibl.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
7cea08cd-c08e-4137-b00e-77428c94d2b6,kajsd,vayesat833@erynka.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
e916a747-672b-47e4-a21b-26aad208aa4f,asd,dowif88494@noidos.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
b0b4f3f1-a695-4c45-9073-a7078bd553fa,,user@wouldcart.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
a64af983-5a6d-435e-9ed8-4ff54ae03697,,ops_staff@wouldcart.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
abef9282-4c7f-43e0-87b0-ffc1acd3c9ab,,content@wouldcart.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
7035ba69-8403-48b5-9b9f-1b8991f52b01,,support_agent@wouldcart.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
2fa84a6e-0122-4a9e-b7ff-eda0771b2d72,,staff_sales@wouldcart.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
f76e1ed6-701a-450a-a0bd-26733dc75e32,,hrmanager@wouldcart.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
9bdc1e40-43a6-4260-b19c-a72507965055,,akshay@trip.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
a85fc277-e67f-493f-b529-369e05f77944,,manager@tripoex.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
a7d0193e-3551-4e89-8427-831324eb6908,,superadmin@tripoex.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
6407fe0a-c639-4254-a30a-0963758a309b,Agent User,agent@triplexa.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
88363e98-e704-4aab-9f6a-068795e454a0,Sales Agent,sales@triplexa.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
6ce83d19-b787-40b1-874b-9dfc5161c3fc,Manager User,manager@triplexa.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
be1693ac-a4cb-413c-a8ee-2c5411dcc8ed,Super Admin,admin@triplexa.com,basic,,,active,,,2025-10-28T12:13:52.83,2025-10-28T12:13:52.83,,,,,,false
